tm_id;ss_id;nombre_jugador;season;accurateCrosses_p90;accurateFinalThirdPasses_p90;accurateLongBalls_p90;accuratePassesPercentage;aerialDuelsWon_p90;assists_p90;blockedShots_p90;clearances_p90;contexto_equipo_top;dribbledPast_p90;edad;fouls_p90;goalConversionPercentage;goals_p90;keyPasses_p90;minutesPlayed;nac_Argentina;nac_Colombia;nac_Perú;nac_Uruguay;offsides_p90;penaltyConversionPercentage;pos_Delantero;pos_Mediocampista;proviene_club_grande;proviene_liga_extranjera;shotsOffTarget_p90;shotsOnTarget_p90;successfulDribbles_p90;wasFouled_p90;yellowCards_p90
123418;107388;Óscar Vílchez;2018_2019;0.18789144050104384;10.334029227557412;2.44258872651357;85.23364485981308;0.2818371607515658;0.18789144050104384;0.2818371607515658;0.6576200417536535;0;1.221294363256785;32;1.221294363256785;10.0;0.09394572025052192;1.5970772442588728;958.0;0;0;1;0;0.0;0.0;0;1;1;1;0.5636743215031316;0.09394572025052192;0.5636743215031316;2.066805845511482;0.0
126019;83951;Alberto Quintero;2018_2019;0.288153681963714;8.212379935965847;0.624332977588047;74.90421455938697;0.33617929562433296;0.192102454642476;0.384204909284952;0.096051227321238;1;0.576307363927428;30;1.0085378868729988;13.513513513513514;0.24012806830309497;1.536819637139808;1874.0;0;0;0;0;0.8644610458911419;0.0;1;0;0;1;0.6723585912486659;0.7203842049092849;1.536819637139808;3.073639274279616;0.384204909284952
135139;839571;Armando Alfageme;2018_2019;0.028544243577545196;5.195052331113226;3.653663177925785;77.07349966284558;2.026641294005709;0.0;0.142721217887726;1.170313986679353;1;2.026641294005709;27;2.340627973358706;3.4482758620689653;0.028544243577545196;0.3139866793529972;3153.0;0;0;1;0;0.0;0.0;0;1;0;1;0.5423406279733587;0.142721217887726;0.7421503330161751;2.8544243577545196;0.3139866793529972
142588;147587;Éver Chávez;2018_2019;0.0881201044386423;5.757180156657964;2.3204960835509136;81.3401187446989;0.5287206266318538;0.0;0.2056135770234987;1.2924281984334203;0;0.881201044386423;33;1.8798955613577024;21.875;0.2056135770234987;0.9399477806788512;3064.0;0;0;1;0;0.0587467362924282;0.0;0;1;0;1;0.4112271540469974;0.32310704960835507;0.3818537859007833;0.7343342036553525;0.0881201044386423
144111;180071;Sergio Almirón;2018_2019;0.0;2.2261484098939928;0.10600706713780919;74.11764705882354;1.0600706713780919;0.0;0.42402826855123676;0.5300353356890459;0;0.10600706713780919;31;1.0600706713780919;33.33333333333333;0.8480565371024735;0.5300353356890459;849.0;1;0;0;0;0.5300353356890459;100.0;1;0;0;1;0.8480565371024735;1.2720848056537102;0.10600706713780919;0.31802120141342755;0.0
149771;339841;Ángel Ojeda;2018_2019;0.11769834350479512;10.671316477768091;3.2170880557977335;79.75206611570248;0.6669572798605057;0.03923278116826504;0.7846556233653008;1.4908456843940716;0;1.2162162162162162;25;3.2563208369659984;0.0;0.0;1.020052310374891;2294.0;0;0;1;0;0.0;0.0;0;1;0;1;0.7061900610287708;0.23539668700959024;0.6669572798605057;0.8631211857018309;0.3530950305143854
160317;248215;Óscar Guerra;2018_2019;0.0;2.8998242530755713;5.114235500878735;68.88111888111888;1.7926186291739896;0.05272407732864675;0.3690685413005273;4.323374340949034;0;0.3690685413005273;33;1.2126537785588754;0.0;0.0;0.31634446397188054;1707.0;0;0;1;0;0.15817223198594027;0.0;0;0;0;1;0.2636203866432338;0.15817223198594027;0.31634446397188054;1.0017574692442883;0.210896309314587
168987;324939;Andrés Robles;2018_2019;0.0;3.2894736842105265;3.8815789473684212;76.80890538033395;1.7105263157894737;0.0;0.13157894736842105;4.0131578947368425;0;0.8552631578947368;24;1.25;0.0;0.0;0.32894736842105265;1368.0;0;0;0;0;0.0;0.0;0;0;0;1;0.39473684210526316;0.19736842105263158;0.0;0.8552631578947368;0.2631578947368421
169992;786311;Ernest Nungaray;2018_2019;2.0705521472392636;6.3496932515337425;3.450920245398773;80.45112781954887;0.5521472392638037;0.27607361963190186;0.6901840490797546;0.9662576687116564;0;0.6901840490797546;26;0.8282208588957055;4.545454545454546;0.13803680981595093;1.9325153374233128;652.0;0;0;0;0;0.13803680981595093;0.0;0;1;0;1;1.2423312883435582;1.1042944785276074;0.27607361963190186;0.6901840490797546;0.0
170616;176289;Ángel Romero;2018_2019;0.0;6.372262773722628;2.102189781021898;76.67238421955403;1.708029197080292;0.0;0.26277372262773724;2.8905109489051095;1;1.248175182481752;27;2.2335766423357666;0.0;0.0;0.39416058394160586;1370.0;0;0;1;0;0.0;0.0;0;1;1;1;0.6569343065693432;0.06569343065693431;0.854014598540146;1.1167883211678833;0.5255474452554745
176400;220931;Jorge Bazán;2018_2019;0.40303134688253534;7.8436100585601105;0.5270409920771616;80.88235294117648;0.6820530485704445;0.0930072338959697;0.4340337581811919;0.12400964519462626;0;0.0930072338959697;27;0.9920771615570101;5.128205128205128;0.06200482259731313;1.5191181536341716;2903.0;0;0;1;0;0.2790217016879091;0.0;1;0;0;1;0.4340337581811919;0.34102652428522223;1.0230795728556665;1.5501205649328282;0.12400964519462626
